,name,main_speaker,views,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring
2196,Amber Case: We are all cyborgs now,Amber Case,1475333,250,107,324,143,189,222,563,125,256,461,41,72,40,39,23
2197,Thomas Thwaites: How I built a toaster -- from scratch,Thomas Thwaites,1301834,179,238,515,242,162,152,97,89,41,34,53,21,20,17,10
2198,"Elizabeth Lesser: Take ""the Other"" to lunch",Elizabeth Lesser,1208946,322,962,369,305,149,239,82,133,59,16,77,102,113,24,30
2199,Ali Carr-Chellman: Gaming to re-engage boys in learning,Ali Carr-Chellman,953587,616,524,80,582,145,165,202,315,63,15,174,52,52,16,8
2200,Naomi Klein: Addicted to risk,Naomi Klein,900395,342,412,461,90,14,95,611,310,32,60,29,58,80,155,13
2201,Charity Tillemann-Dick: Singing after a double lung transplant,Charity Tillemann-Dick,521502,142,223,480,312,30,195,24,9,5,7,73,37,43,23,11
2202,Van Jones: The economic injustice of plastic,Van Jones,462012,356,246,33,340,114,244,77,73,88,163,22,42,46,87,46
2203,Anders Ynnerman: Visualizing the medical data explosion,Anders Ynnerman,463366,55,245,312,149,183,95,33,20,6,21,10,2,10,5,2
2204,Heather Knight: Silicon-based comedy,Heather Knight,757335,114,162,410,42,188,27,79,194,45,102,26,70,21,20,7
2205,Martin Jacques: Understanding the rise of China,Martin Jacques,2327025,920,812,1378,81,728,517,256,74,130,39,134,156,117,68,29
2206,Thomas Goetz: It's time to redesign medical data,Thomas Goetz,497626,98,392,40,20,205,211,411,93,22,26,14,19,6,2,3
2207,Liza Donnelly: Drawing on humor for change,Liza Donnelly,1300622,132,766,64,110,101,462,177,18,71,11,100,66,15,14,99
2208,"Ariel Garten: Know thyself, with a brain scanner",Ariel Garten,399314,146,156,95,25,84,106,31,60,144,44,94,23,18,28,1
2209,Bruce Feiler: The council of dads,Bruce Feiler,465856,58,278,112,114,38,26,32,25,9,7,16,12,32,9,10
2210,Kate Orff: Reviving New York's rivers -- with oysters!,Kate Orff,316975,76,127,173,36,155,24,78,140,35,36,39,13,13,13,7
2211,Dale Dougherty: We are makers,Dale Dougherty,724865,98,277,51,52,60,147,94,90,126,11,17,14,58,13,13
2212,Johanna Blakley: Social media and the end of gender,Johanna Blakley,1272294,168,152,175,466,114,41,190,35,30,255,45,25,21,22,8
2213,Christopher McDougall: Are we born to run?,Christopher McDougall,2434842,350,493,715,851,98,610,96,98,116,124,73,27,23,59,38
2214,"Suheir Hammad: Poems of war, peace, women, power",Suheir Hammad,599444,89,97,164,311,42,23,334,15,86,45,17,29,17,8,7
2215,Nigel Marsh: How to make work-life balance work,Nigel Marsh,3813685,283,981,3318,1360,448,213,401,446,221,426,112,47,29,18,16
2216,Cynthia Breazeal: The rise of personal robots,Cynthia Breazeal,1064574,189,115,264,287,366,51,112,123,53,73,196,35,14,48,18
2217,Hawa Abdi + Deqo Mohamed: Mother and daughter doctor-heroes,Hawa Abdi + Deqo Mohamed,348647,79,60,301,73,186,50,2,14,12,17,27,5,2,2,0
2218,Michael Pawlyn: Using nature's genius in architecture,Michael Pawlyn,1740568,229,358,796,1108,573,1321,11,154,512,71,8,14,36,8,10
2219,Geert Chatrou: A whistleblower you haven't heard,Geert Chatrou,1917442,93,216,207,175,244,5,11,30,83,44,38,14,49,4,4
2220,Krista Tippett: Reconnecting with compassion,Krista Tippett,694181,84,320,175,124,40,47,16,41,47,84,13,38,10,11,0
2221,Patricia Kuhl: The linguistic genius of babies,Patricia Kuhl,2513242,347,294,1646,1367,37,351,497,90,273,141,153,32,26,23,21
2222,Jacqueline Novogratz: Inspiring a life of immersion,Jacqueline Novogratz,861056,165,261,864,307,294,108,109,102,54,73,44,6,27,13,4
2223,"Lisa Gansky: The future of business is the ""mesh""",Lisa Gansky,710327,76,10,138,200,62,37,18,37,68,50,44,7,7,13,8
2224,Madeleine Albright: On being a woman and a diplomat,Madeleine Albright,729867,107,507,175,68,126,215,121,137,22,38,15,32,28,12,4
2225,Noreena Hertz: How to use experts -- and when not to,Noreena Hertz,880598,273,325,356,47,45,282,138,179,273,109,100,211,27,30,3
2226,Iain Hutchison: Saving faces: A facial surgeon's craft,Iain Hutchison,620073,38,67,104,179,34,169,93,31,43,16,6,11,8,3,5
2227,Elizabeth Lindsey: Curating humanity's heritage,Elizabeth Lindsey,439180,555,58,12,16,38,45,36,46,71,173,178,36,50,13,11
2228,Danny Hillis: Understanding cancer through proteomics,Danny Hillis,420269,82,39,161,84,143,41,5,24,107,150,18,4,15,11,5
2229,"Ahn Trio: A modern take on piano, violin, cello",Ahn Trio,746852,97,466,156,18,111,80,43,13,15,21,6,12,19,3,8
2230,Wadah Khanfar: A historic moment in the Arab world,Wadah Khanfar,922923,163,128,666,128,227,217,194,31,78,24,42,16,9,19,4
2231,JR: My wish: Use art to turn the world inside out,JR,2626483,378,386,523,402,1335,555,433,191,19,28,27,87,62,50,16
2232,Wael Ghonim: Inside the Egyptian revolution,Wael Ghonim,914212,190,327,677,105,125,41,118,107,67,20,19,13,14,7,8
2233,Bill Gates: How state budgets are breaking US schools,Bill Gates,1866264,231,690,385,61,207,124,28,125,64,53,108,31,69,9,15
2234,Anthony Atala: Printing a human kidney,Anthony Atala,2783715,249,396,544,111,873,635,457,49,91,38,10,9,6,17,14
2235,Courtney E. Martin: This isn't her mother's feminism,Courtney E. Martin,953671,202,173,514,70,82,118,64,125,183,73,21,95,19,18,113
2236,Sal Khan: Let's use video to reinvent education,Sal Khan,4609857,548,1971,1258,2681,918,787,989,258,172,258,243,45,29,53,42
2237,Deb Roy: The birth of a word,Deb Roy,2475423,370,970,85,832,588,583,391,1330,110,49,31,96,83,29,68
2238,Rob Harmon: How to keep rivers and streams flowing,Rob Harmon,596776,134,183,135,53,14,155,27,139,23,13,7,17,15,41,8
2239,David Brooks: The social animal,David Brooks,1132752,226,347,417,390,427,36,98,83,70,708,209,93,124,28,93
2240,Janna Levin: The sound the universe makes,Janna Levin,1119772,239,183,525,343,110,199,31,74,43,66,91,72,90,23,28
2241,Mark Bezos: A life lesson from a volunteer firefighter,Mark Bezos,2178952,163,2079,1003,336,85,370,58,381,76,95,43,16,8,10,10
2242,Rogier van der Heide: Why light needs darkness,Rogier van der Heide,562653,109,273,252,307,308,88,68,10,3,44,22,11,5,9,73
2243,Sarah Kay: If I should have a daughter ...,Sarah Kay,10529854,645,1567,4986,4430,1220,498,116,76,77,1266,348,612,107,118,174
2244,Hans Rosling: The magic washing machine,Hans Rosling,2391977,268,457,506,826,750,869,692,195,84,122,21,124,26,19,25
2245,"Isabel Behncke: Evolution's gift of play, from bonobo apes to humans",Isabel Behncke,710619,232,199,117,279,203,253,157,145,44,84,22,41,51,20,34
2246,Paul Root Wolpe: It's time to question bio-engineering,Paul Root Wolpe,1226731,773,95,104,663,926,690,232,94,118,64,47,37,19,19,37
2247,Eythor Bender: Human exoskeletons -- for war and healing,Eythor Bender,1370710,226,278,294,508,381,90,163,98,101,73,15,15,54,44,11
2248,Claron McFadden: Singing the primal mystery,Claron McFadden,400082,71,71,139,107,39,36,23,47,28,15,46,11,21,13,5
2249,Patricia Ryan: Don't insist on English!,Patricia Ryan,1624741,353,1087,183,29,400,532,26,275,278,140,214,149,59,111,13
2250,"Ralph Langner: Cracking Stuxnet, a 21st-century cyber weapon",Ralph Langner,1349028,214,53,27,505,311,355,145,134,64,29,82,16,30,13,11
2251,Handspring Puppet Co.: The genius puppetry behind War Horse,Handspring Puppet Co.,1530711,102,342,53,77,417,215,337,370,29,13,75,19,17,21,12
2252,Sebastian Thrun: Google's driverless car,Sebastian Thrun,2442977,289,351,368,367,248,203,131,381,50,53,62,15,12,11,15
2253,"Eric Whitacre: A virtual choir 2,000 voices strong",Eric Whitacre,3421371,270,1803,1921,1310,818,808,131,35,47,24,43,15,8,13,5
2254,AnnMarie Thomas: Hands-on science with squishy circuits,AnnMarie Thomas,856326,86,212,236,137,38,62,78,379,36,3,16,51,2,6,11
2255,"Stanley McChrystal: Listen, learn ... then lead",Stanley McChrystal,2467385,278,137,404,1443,71,200,553,295,86,87,201,21,36,30,24
2256,Chade-Meng Tan: Everyday compassion at Google,Chade-Meng Tan,893343,110,44,34,109,440,142,37,33,63,97,27,97,13,16,13
2257,Morgan Spurlock: The greatest TED Talk ever sold,Morgan Spurlock,2049103,154,50,279,939,283,465,281,194,38,48,312,91,37,53,33
2258,Mick Ebeling: The invention that unlocked a locked-in artist,Mick Ebeling,943624,158,414,186,822,172,19,13,67,147,297,45,5,4,0,0
2259,Caroline Casey: Looking past limits,Caroline Casey,2030154,207,2141,1203,216,376,705,262,93,29,63,52,39,11,22,34
2260,Jackson Browne: A song inspired by the ocean,Jackson Browne,656851,32,61,131,15,130,16,4,16,13,10,42,7,10,16,2
2261,David Christian: The history of our world in 18 minutes,David Christian,7481004,542,2304,1726,1238,452,224,66,47,526,469,147,82,78,48,345
2262,Dave Meslin: The antidote to apathy,Dave Meslin,1612925,221,335,1230,216,60,684,1076,215,9,144,76,69,38,10,9
2263,Roger Ebert: Remaking my voice,Roger Ebert,1104345,134,273,164,614,235,443,53,111,8,41,23,15,4,18,0
2264,Marcin Jakubowski: Open-sourced blueprints for civilization,Marcin Jakubowski,1479352,324,1086,411,250,338,1152,323,353,41,65,2,12,12,3,6
2265,"Susan Lim: Transplant cells, not organs",Susan Lim,620231,273,1135,4185,738,59,85,22,13,309,103,142,46,9,6,7
2266,Sam Richards: A radical experiment in empathy,Sam Richards,1531265,529,506,1161,1117,429,320,1072,236,189,129,129,209,167,53,13
2267,Kathryn Schulz: On being wrong,Kathryn Schulz,3976339,480,2626,649,1250,959,550,462,683,652,400,202,228,259,73,129
2268,John Hunter: Teaching with the World Peace Game,John Hunter,1394203,290,800,1743,271,475,550,467,239,132,59,42,25,31,6,10
2269,Anil Ananthaswamy: What it takes to do extreme astrophysics,Anil Ananthaswamy,537035,69,113,255,259,26,161,62,64,36,2,25,9,27,9,11
2270,Ric Elias: 3 things I learned while my plane crashed,Ric Elias,6636475,394,1942,327,5834,695,313,932,211,357,821,66,25,76,28,31
2271,Harvey Fineberg: Are we ready for neo-evolution?,Harvey Fineberg,1021180,328,230,217,467,607,171,47,31,67,73,86,84,28,56,12
2272,Bruce Schneier: The security mirage,Bruce Schneier,744089,78,250,18,153,443,38,70,138,20,137,52,8,21,11,14
2273,Angela Belcher: Using nature to grow batteries,Angela Belcher,862689,140,456,636,539,243,255,102,16,30,15,11,23,64,25,9
2274,Mike Matas: A next-generation digital book,Mike Matas,1507048,236,132,320,256,355,45,143,60,182,112,214,19,11,8,6
2275,Arvind Gupta: Turning trash into toys for learning,Arvind Gupta,1367702,119,384,183,738,474,125,51,182,145,6,50,72,16,14,1
2276,"Eli Pariser: Beware online ""filter bubbles""",Eli Pariser,4039403,507,2514,1086,3467,1000,777,625,246,235,74,21,26,33,69,32
2277,"Aicha el-Wafi + Phyllis Rodriguez: The mothers who found forgiveness, friendship",Aicha el-Wafi + Phyllis Rodriguez,820976,149,385,229,10,338,30,8,37,26,24,13,7,25,20,2
2278,Carlo Ratti: Architecture that senses and responds,Carlo Ratti,657251,80,82,235,133,104,234,164,57,27,67,28,21,9,18,12
2279,Suzanne Lee: Grow your own clothes,Suzanne Lee,1218882,144,67,250,366,330,230,82,32,62,30,50,5,10,6,36
2280,Sean Carroll: Distant time and the hint of a multiverse,Sean Carroll,1549458,363,161,248,673,73,1032,173,179,71,48,47,168,73,39,7
2281,Louie Schwartzberg: The hidden beauty of pollination,Louie Schwartzberg,1885751,162,1626,512,726,638,60,84,47,172,13,20,18,12,21,16
2282,Paul Nicklen: Animal tales from icy wonderlands,Paul Nicklen,2004519,213,922,219,1125,402,617,275,889,295,33,30,9,4,3,6
2283,"Fiorenzo Omenetto: Silk, the ancient material of the future",Fiorenzo Omenetto,747979,94,311,581,468,8,336,216,87,24,37,3,9,7,15,7
2284,Ron Gutman: The hidden power of smiling,Ron Gutman,4653286,299,921,1814,978,620,1041,68,167,565,75,68,256,12,22,37
2285,Amit Sood: Building a museum of museums on the web,Amit Sood,612377,124,123,182,249,249,224,164,29,32,38,11,3,0,0,0
2286,Leonard Susskind: My friend Richard Feynman,Leonard Susskind,846544,69,183,175,179,250,18,78,19,83,77,32,7,12,20,5
2287,Ed Boyden: A light switch for neurons,Ed Boyden,931567,170,18,269,468,384,384,155,23,29,30,13,37,28,7,0
2288,Thomas Heatherwick: Building the Seed Cathedral,Thomas Heatherwick,1586547,143,8,15,33,290,64,597,557,445,548,54,43,3,92,6
2289,Elliot Krane: The mystery of chronic pain,Elliot Krane,1778606,427,1494,58,596,111,142,178,359,94,61,50,22,17,12,1
2290,"Edith Widder: The weird, wonderful world of bioluminescence",Edith Widder,1215549,95,222,527,597,173,91,262,4,54,24,5,9,15,18,11
2291,Terry Moore: How to tie your shoes,Terry Moore,6263759,309,558,54,1410,255,237,174,1108,28,206,167,49,22,94,21
2292,Improv Everywhere: Gotta share!,Improv Everywhere,357454,115,735,58,25,218,151,73,37,56,94,46,40,81,40,27
2293,Aaron Koblin: Visualizing ourselves ... with crowd-sourced data,Aaron Koblin,1474192,79,239,448,570,78,36,487,618,35,62,195,42,23,35,19
2294,Bruce Aylward: How we'll stop polio for good,Bruce Aylward,509375,97,132,248,68,41,140,15,5,42,26,6,10,2,1,3
2295,Shirin Neshat: Art in exile,Shirin Neshat,650274,165,258,94,320,151,39,43,17,135,5,34,35,26,9,11
2296,Mustafa Akyol: Faith versus tradition in Islam,Mustafa Akyol,1113407,615,191,366,720,166,60,54,344,103,199,45,49,81,28,18
2297,"Robert Gupta + Joshua Roman: On violin and cello, ""Passacaglia""",Robert Gupta + Joshua Roman,769926,72,545,188,161,89,14,27,26,6,2,6,4,4,2,0
2298,Dennis Hong: Making a car for blind drivers,Dennis Hong,703439,169,62,166,275,363,86,44,187,23,82,13,5,14,6,1
2299,Stefan Sagmeister: 7 rules for making more happiness,Stefan Sagmeister,1670894,93,306,149,331,236,152,80,99,92,51,127,80,32,20,13
2300,Aaron O'Connell: Making sense of a visible quantum object,Aaron O'Connell,1272198,333,1347,674,468,98,49,144,38,389,143,210,261,41,91,32
2301,Jessi Arrington: Wearing nothing new,Jessi Arrington,1202928,188,518,311,311,172,44,128,151,140,11,91,101,84,16,17
2302,"Damon Horowitz: We need a ""moral operating system""",Damon Horowitz,681873,135,289,108,227,176,109,34,123,102,76,77,36,19,26,22
2303,Jack Horner: Building a dinosaur from a chicken,Jack Horner,2442996,189,115,222,425,337,59,538,63,114,15,29,33,25,11,4
2304,Janet Echelman: Taking imagination seriously,Janet Echelman,1832930,2492,362,1132,532,584,1060,16,160,65,94,46,38,26,41,2
2305,Paul Romer: The world's first charter city?,Paul Romer,461382,383,54,104,162,159,60,126,107,13,146,30,24,59,4,26
2306,Alice Dreger: Is anatomy destiny?,Alice Dreger,1071132,241,147,458,257,336,55,67,61,37,257,58,19,45,24,6
2307,JD Schramm: Break the silence for suicide attempt survivors,JD Schramm,1621707,339,559,812,104,142,130,45,159,37,56,9,3,3,6,16
2308,Daniel Kraft: Medicine's future? There's an app for that,Daniel Kraft,869847,123,365,21,424,269,20,25,161,85,9,16,33,22,36,280
2309,Shea Hembrey: How I became 100 artists,Shea Hembrey,1486880,281,488,461,172,181,334,231,21,28,23,15,55,23,10,28
2310,"Steve Keil: A manifesto for play, for Bulgaria and beyond",Steve Keil,602203,199,49,248,98,420,86,30,9,85,112,25,61,16,40,16
2311,Camille Seaman: Haunting photos of polar ice,Camille Seaman,938456,121,140,25,321,645,135,131,13,150,59,11,13,37,24,12
2312,Onyx Ashanti: This is beatjazz,Onyx Ashanti,788065,226,101,117,214,156,145,138,74,139,44,64,20,33,25,12
2313,Maya Beiser: A cello with many voices,Maya Beiser,929077,100,54,292,134,132,46,27,46,37,14,13,4,46,9,5
2314,Bill Ford: A future beyond traffic gridlock,Bill Ford,800056,279,129,196,141,151,186,299,85,48,45,12,40,19,8,0
2315,Daniel Tammet: Different ways of knowing,Daniel Tammet,1751030,220,807,80,207,402,149,90,399,261,74,96,152,67,28,6
2316,Jok Church: A circle of caring,Jok Church,727487,78,14,52,324,90,334,196,24,14,27,21,21,41,7,8
2317,Honor Harger: A history of the universe in sound,Honor Harger,909194,85,220,252,66,110,100,29,13,31,21,30,15,6,3,0
2318,Joshua Walters: On being just crazy enough,Joshua Walters,1637656,235,225,63,93,469,250,295,456,477,120,148,120,164,36,94
2319,Emiliano Salinas: A civil response to violence,Emiliano Salinas,525446,471,496,211,57,440,131,52,43,96,16,39,38,25,19,7
2320,Rajesh Rao: A Rosetta Stone for a lost language,Rajesh Rao,1190085,232,641,227,72,518,40,44,190,93,5,17,10,4,19,29
2321,Dave deBronkart: Meet e-Patient Dave,Dave deBronkart,534289,199,110,438,232,237,75,225,21,40,41,21,7,6,8,0
2322,Robert Hammond: Building a park in the sky,Robert Hammond,704205,92,199,491,6685,266,120,50,48,5,92,28,29,7,2,1
2323,Matt Cutts: Try something new for 30 days,Matt Cutts,8838874,736,6171,1977,1427,386,680,542,560,322,528,111,128,36,30,25
2324,Nathan Myhrvold: Cooking as never seen before,Nathan Myhrvold,1396197,159,142,204,120,238,218,251,134,135,15,121,77,35,34,26
2325,Jonathan Drori: The beautiful tricks of flowers,Jonathan Drori,938976,197,396,513,72,564,62,45,136,47,14,5,23,13,4,0
2326,Simon Lewis: Don't take consciousness for granted,Simon Lewis,690977,216,284,167,150,220,160,36,36,30,49,48,8,21,21,0
2327,Nina Tandon: Caring for engineered tissue,Nina Tandon,490275,164,53,23,30,126,14,136,7,114,131,19,13,21,110,11
2328,Rebecca MacKinnon: Let's take back the Internet!,Rebecca MacKinnon,735708,123,186,342,158,323,52,68,18,67,12,36,6,17,20,3
2329,Maajid Nawaz: A global culture to fight extremism,Maajid Nawaz,703559,264,57,21,135,42,42,208,253,281,266,33,5,21,25,8
2330,"Tim Harford: Trial, error and the God complex",Tim Harford,1734555,316,132,878,730,243,439,79,91,208,446,66,54,86,28,28
2331,Nadia Al-Sakkaf: See Yemen through my eyes,Nadia Al-Sakkaf,498409,199,179,63,194,15,35,97,31,17,6,8,7,3,7,0
2332,"Mikko Hypponen: Fighting viruses, defending the net",Mikko Hypponen,1660801,222,929,217,282,82,462,323,581,157,70,9,13,29,22,42
2333,"Thandie Newton: Embracing otherness, embracing myself",Thandie Newton,2462734,621,121,111,1698,2203,242,1000,499,247,138,325,92,135,24,60
2334,Kevin Slavin: How algorithms shape our world,Kevin Slavin,3688975,292,441,1360,158,1729,546,811,128,91,347,128,66,71,26,47
2335,Markus Fischer: A robot that flies like a bird,Markus Fischer,6264902,440,1487,1197,1333,73,630,260,119,721,20,16,24,13,59,110
2336,Rory Stewart: Time to end the war in Afghanistan,Rory Stewart,659276,212,521,210,181,316,113,48,38,11,50,14,14,20,9,4
2337,Geoffrey West: The surprising math of cities and corporations,Geoffrey West,1435933,238,313,661,644,50,33,263,211,54,99,175,62,101,12,17
2338,Paul Bloom: The origins of pleasure,Paul Bloom,1948949,212,568,960,426,204,1125,127,112,413,19,123,7,15,4,10
2339,Josette Sheeran: Ending hunger now,Josette Sheeran,812508,162,40,258,42,486,130,306,9,82,42,8,47,9,34,54
2340,Julian Treasure: 5 ways to listen better,Julian Treasure,5402228,351,74,532,164,2334,2027,577,1219,984,229,83,132,92,60,52
2341,Adam Ostrow: After your final status update,Adam Ostrow,1134961,189,348,314,90,227,44,160,17,31,102,52,80,12,26,25
2342,Harald Haas: Wireless data from every light bulb,Harald Haas,2500389,375,1235,539,719,455,25,119,154,482,63,40,16,104,85,8
2343,Mark Pagel: How language transformed humanity,Mark Pagel,1421357,405,624,440,174,389,17,187,125,93,107,178,38,30,32,48
2344,Jessica Green: Are we filtering the wrong microbes?,Jessica Green,551041,75,126,361,139,29,70,47,53,5,15,16,6,5,10,5
2345,Philip Zimbardo: The demise of guys?,Philip Zimbardo,2190746,656,708,837,521,89,157,118,138,320,162,232,87,25,31,9
2346,"Eve Ensler: Suddenly, my body",Eve Ensler,1349669,300,828,769,90,498,158,246,56,10,41,119,204,127,122,79
